,Feature,score,Absolute_Score
119,Feature_120,0.070486485129448,0.070486485129448
156,Feature_157,0.0618690332531224,0.0618690332531224
102,Feature_103,0.052080638960581,0.052080638960581
94,Feature_95,0.0509769976606608,0.0509769976606608
199,Feature_200,0.0493732321679919,0.0493732321679919
90,Feature_91,0.0492281620646328,0.0492281620646328
113,Feature_114,0.0489974479822103,0.0489974479822103
30,Feature_31,0.0460479966599429,0.0460479966599429
100,Feature_101,0.0421055198669173,0.0421055198669173
92,Feature_93,0.0398933464025414,0.0398933464025414
74,Feature_75,0.0387315915075231,0.0387315915075231
31,Feature_32,0.0384284439817571,0.0384284439817571
161,Feature_162,0.0374203314934437,0.0374203314934437
111,Feature_112,0.0369477578441426,0.0369477578441426
173,Feature_174,0.0365163918983555,0.0365163918983555
49,Feature_50,0.0359880286189479,0.0359880286189479
13,Feature_14,0.0348496166611056,0.0348496166611056
185,Feature_186,0.0337424593449518,0.0337424593449518
106,Feature_107,0.0334819311746353,0.0334819311746353
165,Feature_166,0.0331294959869333,0.0331294959869333
38,Feature_39,0.0327594679581163,0.0327594679581163
162,Feature_163,0.0324513822383989,0.0324513822383989
181,Feature_182,0.0319514851112149,0.0319514851112149
23,Feature_24,0.0317251891635624,0.0317251891635624
129,Feature_130,0.0313523397492753,0.0313523397492753
1,Feature_2,0.0307006499131713,0.0307006499131713
128,Feature_129,0.0304118431729817,0.0304118431729817
57,Feature_58,0.0300878155129709,0.0300878155129709
70,Feature_71,0.0296015515664024,0.0296015515664024
66,Feature_67,0.029274527403991,0.029274527403991
40,Feature_41,0.0290194045990139,0.0290194045990139
174,Feature_175,0.02840766689806,0.02840766689806
19,Feature_20,0.0282837630476768,0.0282837630476768
45,Feature_46,0.0275218216084856,0.0275218216084856
93,Feature_94,0.0271846751009369,0.0271846751009369
63,Feature_64,0.0270315503102825,0.0270315503102825
20,Feature_21,0.026814369230113,0.026814369230113
75,Feature_76,0.0267332501419983,0.0267332501419983
29,Feature_30,0.0265843445909055,0.0265843445909055
85,Feature_86,0.0262629705258546,0.0262629705258546
98,Feature_99,0.0258500167005921,0.0258500167005921
138,Feature_139,0.0247199807492139,0.0247199807492139
99,Feature_100,0.0243569796926146,0.0243569796926146
36,Feature_37,0.0241469782128728,0.0241469782128728
69,Feature_70,0.0239707552621599,0.0239707552621599
175,Feature_176,0.0239253746409907,0.0239253746409907
97,Feature_98,0.0238081643100709,0.0238081643100709
112,Feature_113,0.0235300584824242,0.0235300584824242
64,Feature_65,0.0235104000351127,0.0235104000351127
187,Feature_188,0.0234530224728198,0.0234530224728198
24,Feature_25,0.0233538186327627,0.0233538186327627
107,Feature_108,0.0231107509211919,0.0231107509211919
197,Feature_198,0.023015560532069,0.023015560532069
122,Feature_123,0.0228105631273461,0.0228105631273461
77,Feature_78,0.022458227707159,0.022458227707159
134,Feature_135,0.022341763750578,0.022341763750578
79,Feature_80,0.0222802265164559,0.0222802265164559
91,Feature_92,0.0219492019268055,0.0219492019268055
157,Feature_158,0.021371863748328,0.021371863748328
9,Feature_10,0.021272830513655,0.021272830513655
114,Feature_115,0.0210621379810084,0.0210621379810084
194,Feature_195,0.0209690857232866,0.0209690857232866
189,Feature_190,0.0204680557664792,0.0204680557664792
53,Feature_54,0.0203912262898949,0.0203912262898949
2,Feature_3,0.0202618585466246,0.0202618585466246
123,Feature_124,0.0202294444759617,0.0202294444759617
182,Feature_183,0.0201718612965455,0.0201718612965455
86,Feature_87,0.0189386454432931,0.0189386454432931
28,Feature_29,0.0187274025149092,0.0187274025149092
59,Feature_60,0.0187137507588724,0.0187137507588724
10,Feature_11,0.0179370820047739,0.0179370820047739
5,Feature_6,0.0179350137430075,0.0179350137430075
67,Feature_68,0.0177194583838275,0.0177194583838275
54,Feature_55,0.0172627953261212,0.0172627953261212
147,Feature_148,0.0171707316947653,0.0171707316947653
48,Feature_49,0.0165761093361546,0.0165761093361546
22,Feature_23,0.016527355619075,0.016527355619075
141,Feature_142,0.0164062155169121,0.0164062155169121
195,Feature_196,0.0162484404332072,0.0162484404332072
42,Feature_43,0.0162030432240219,0.0162030432240219
25,Feature_26,0.0161575316241569,0.0161575316241569
139,Feature_140,0.016131818440839,0.016131818440839
140,Feature_141,0.015988551361531,0.015988551361531
188,Feature_189,0.0159846261012945,0.0159846261012945
146,Feature_147,0.0158469338261115,0.0158469338261115
83,Feature_84,0.0156890170490386,0.0156890170490386
159,Feature_160,0.0154863465547984,0.0154863465547984
116,Feature_117,0.01537452830428,0.01537452830428
96,Feature_97,0.0152602442088277,0.0152602442088277
149,Feature_150,0.015241411229248,0.015241411229248
118,Feature_119,0.0151212912802029,0.0151212912802029
172,Feature_173,0.0148377480814007,0.0148377480814007
132,Feature_133,0.0145630941309554,0.0145630941309554
4,Feature_5,0.0145120311507214,0.0145120311507214
110,Feature_111,0.0142900433080969,0.0142900433080969
87,Feature_88,0.0134628676731844,0.0134628676731844
95,Feature_96,0.0132595831484533,0.0132595831484533
88,Feature_89,0.013064767014979,0.013064767014979
60,Feature_61,0.0129485005341218,0.0129485005341218
117,Feature_118,0.0128203868836506,0.0128203868836506
55,Feature_56,0.0124742001049153,0.0124742001049153
191,Feature_192,0.0124108630262962,0.0124108630262962
133,Feature_134,0.0123865181414856,0.0123865181414856
154,Feature_155,0.0123687230695551,0.0123687230695551
76,Feature_77,0.0122110682000728,0.0122110682000728
145,Feature_146,0.0121914020802306,0.0121914020802306
152,Feature_153,0.0120213922115432,0.0120213922115432
52,Feature_53,0.0118110286974391,0.0118110286974391
135,Feature_136,0.0116154865539034,0.0116154865539034
170,Feature_171,0.011431448610921,0.011431448610921
33,Feature_34,0.0113457287777501,0.0113457287777501
150,Feature_151,0.0112529016443056,0.0112529016443056
27,Feature_28,0.0112501801318638,0.0112501801318638
3,Feature_4,0.0112204473635993,0.0112204473635993
17,Feature_18,0.0111010242665955,0.0111010242665955
65,Feature_66,0.0109635784310934,0.0109635784310934
120,Feature_121,0.0109386768520658,0.0109386768520658
158,Feature_159,0.0104850390525458,0.0104850390525458
180,Feature_181,0.0103473650717592,0.0103473650717592
78,Feature_79,0.0103072253911942,0.0103072253911942
72,Feature_73,0.010160178018339,0.010160178018339
167,Feature_168,0.0100607782823292,0.0100607782823292
137,Feature_138,0.0098558335395213,0.0098558335395213
169,Feature_170,0.0098222697323193,0.0098222697323193
168,Feature_169,0.0095532563436647,0.0095532563436647
0,Feature_1,0.0093997403970711,0.0093997403970711
21,Feature_22,0.0093342103192542,0.0093342103192542
51,Feature_52,0.0092718971659053,0.0092718971659053
177,Feature_178,0.0091034379472409,0.0091034379472409
50,Feature_51,0.0084265332253529,0.0084265332253529
26,Feature_27,0.0083797875591219,0.0083797875591219
34,Feature_35,0.008228377525937,0.008228377525937
104,Feature_105,0.0080760930091101,0.0080760930091101
192,Feature_193,0.0079500252372313,0.0079500252372313
125,Feature_126,0.0079162724254645,0.0079162724254645
80,Feature_81,0.0078576797012015,0.0078576797012015
