,Feature,score,Absolute_Score
67,Feature_68,0.0269385469436214,0.0269385469436214
141,Feature_142,0.0215872301802578,0.0215872301802578
125,Feature_126,0.0209292313337838,0.0209292313337838
225,Feature_226,0.0207568625987316,0.0207568625987316
91,Feature_92,0.0207386403401317,0.0207386403401317
139,Feature_140,0.0185988654488362,0.0185988654488362
206,Feature_207,0.01797435096691,0.01797435096691
137,Feature_138,0.0176220294709286,0.0176220294709286
267,Feature_268,0.0176001219997638,0.0176001219997638
87,Feature_88,0.0166174143039995,0.0166174143039995
84,Feature_85,0.0159027491327746,0.0159027491327746
32,Feature_33,0.0157278754478946,0.0157278754478946
79,Feature_80,0.0140429102714322,0.0140429102714322
31,Feature_32,0.0138621417473717,0.0138621417473717
82,Feature_83,0.0136447027303531,0.0136447027303531
106,Feature_107,0.0135898352238674,0.0135898352238674
80,Feature_81,0.0134790648763145,0.0134790648763145
152,Feature_153,0.01297796802846,0.01297796802846
4,Feature_5,0.0129431797890716,0.0129431797890716
208,Feature_209,0.0127537423616093,0.0127537423616093
42,Feature_43,0.0122455229333675,0.0122455229333675
204,Feature_205,0.0121358897479276,0.0121358897479276
85,Feature_86,0.0116595178415976,0.0116595178415976
30,Feature_31,0.0115571762420904,0.0115571762420904
221,Feature_222,0.011272967336945,0.011272967336945
74,Feature_75,0.0109616909544713,0.0109616909544713
273,Feature_274,0.0105033159567439,0.0105033159567439
115,Feature_116,0.0104003471629877,0.0104003471629877
49,Feature_50,0.0103722458320719,0.0103722458320719
66,Feature_67,0.010307388383285,0.010307388383285
296,Feature_297,0.0102790871859326,0.0102790871859326
240,Feature_241,0.0100900756502775,0.0100900756502775
99,Feature_100,0.0098407745887567,0.0098407745887567
101,Feature_102,0.0097413678852952,0.0097413678852952
46,Feature_47,0.0096778024347795,0.0096778024347795
40,Feature_41,0.0096391540080238,0.0096391540080238
282,Feature_283,0.0089826876431158,0.0089826876431158
149,Feature_150,0.0088069428892479,0.0088069428892479
215,Feature_216,0.0087774161875315,0.0087774161875315
35,Feature_36,0.0087454200084691,0.0087454200084691
117,Feature_118,0.0086786324089352,0.0086786324089352
188,Feature_189,0.0085866890627305,0.0085866890627305
8,Feature_9,0.0084899820993785,0.0084899820993785
222,Feature_223,0.0081140512755838,0.0081140512755838
298,Feature_299,0.008110417481216,0.008110417481216
289,Feature_290,0.0080925437785606,0.0080925437785606
68,Feature_69,0.0080521987629249,0.0080521987629249
124,Feature_125,0.0080199018744646,0.0080199018744646
297,Feature_298,0.0079701578631359,0.0079701578631359
53,Feature_54,0.0079585615697729,0.0079585615697729
43,Feature_44,0.0079021816074136,0.0079021816074136
65,Feature_66,0.0077554825571823,0.0077554825571823
224,Feature_225,0.0076796201355412,0.0076796201355412
33,Feature_34,0.007533090468612,0.007533090468612
145,Feature_146,0.0073813562643739,0.0073813562643739
28,Feature_29,0.0073786444438899,0.0073786444438899
195,Feature_196,0.0073515718371981,0.0073515718371981
176,Feature_177,0.0073202576060314,0.0073202576060314
71,Feature_72,0.0071958786481758,0.0071958786481758
114,Feature_115,0.0071181133242811,0.0071181133242811
86,Feature_87,0.0070717698185843,0.0070717698185843
199,Feature_200,0.0070518158889384,0.0070518158889384
111,Feature_112,0.006964496320162,0.006964496320162
62,Feature_63,0.0067103135624404,0.0067103135624404
22,Feature_23,0.0067010558021765,0.0067010558021765
167,Feature_168,0.0066458101864673,0.0066458101864673
132,Feature_133,0.0065318491008526,0.0065318491008526
19,Feature_20,0.0064612603980259,0.0064612603980259
89,Feature_90,0.0064496793690247,0.0064496793690247
78,Feature_79,0.0063192039855036,0.0063192039855036
220,Feature_221,0.0062622273072876,0.0062622273072876
51,Feature_52,0.0060844902693268,0.0060844902693268
200,Feature_201,0.0060682445663342,0.0060682445663342
147,Feature_148,0.0058923557282905,0.0058923557282905
9,Feature_10,0.0058781157556923,0.0058781157556923
3,Feature_4,0.0057820617700464,0.0057820617700464
76,Feature_77,0.0057575077443595,0.0057575077443595
103,Feature_104,0.0057173434953283,0.0057173434953283
5,Feature_6,0.0057081222950398,0.0057081222950398
112,Feature_113,0.0057018398080481,0.0057018398080481
271,Feature_272,0.0056873761623585,0.0056873761623585
292,Feature_293,0.0056543106914866,0.0056543106914866
1,Feature_2,0.0056477955773947,0.0056477955773947
95,Feature_96,0.0055064905081132,0.0055064905081132
102,Feature_103,0.0054876395428669,0.0054876395428669
57,Feature_58,0.0053782137440017,0.0053782137440017
191,Feature_192,0.0053718631748049,0.0053718631748049
134,Feature_135,0.0053706924700798,0.0053706924700798
29,Feature_30,0.0053537471123371,0.0053537471123371
241,Feature_242,0.0053416102261859,0.0053416102261859
249,Feature_250,0.0053264858700531,0.0053264858700531
143,Feature_144,0.0053156055885781,0.0053156055885781
26,Feature_27,0.005236800741211,0.005236800741211
81,Feature_82,0.0051412298772628,0.0051412298772628
129,Feature_130,0.0051398682136437,0.0051398682136437
157,Feature_158,0.0050849985218384,0.0050849985218384
54,Feature_55,0.0050394961202145,0.0050394961202145
237,Feature_238,0.0050292500354113,0.0050292500354113
61,Feature_62,0.004963728304891,0.004963728304891
59,Feature_60,0.0049062519639969,0.0049062519639969
14,Feature_15,0.0048553999093989,0.0048553999093989
192,Feature_193,0.0048503485377511,0.0048503485377511
88,Feature_89,0.0047967964731067,0.0047967964731067
97,Feature_98,0.0047519781862797,0.0047519781862797
113,Feature_114,0.0047413281108562,0.0047413281108562
232,Feature_233,0.0046767972532378,0.0046767972532378
257,Feature_258,0.0046352290272252,0.0046352290272252
245,Feature_246,0.0046208939718415,0.0046208939718415
153,Feature_154,0.0045772181171884,0.0045772181171884
107,Feature_108,0.0045622895277119,0.0045622895277119
130,Feature_131,0.0045306455409156,0.0045306455409156
226,Feature_227,0.0044586404178027,0.0044586404178027
270,Feature_271,0.0044274105404372,0.0044274105404372
194,Feature_195,0.0043690608695017,0.0043690608695017
172,Feature_173,0.0043543047015293,0.0043543047015293
58,Feature_59,0.0043063518272904,0.0043063518272904
248,Feature_249,0.0043057494464718,0.0043057494464718
261,Feature_262,0.0042874884574424,0.0042874884574424
288,Feature_289,0.0042816330910532,0.0042816330910532
133,Feature_134,0.004255659236523,0.004255659236523
259,Feature_260,0.0042488330475573,0.0042488330475573
105,Feature_106,0.0041440821757555,0.0041440821757555
18,Feature_19,0.0041253588105647,0.0041253588105647
140,Feature_141,0.0041230187797959,0.0041230187797959
45,Feature_46,0.0041106672648856,0.0041106672648856
279,Feature_280,0.0040827148691391,0.0040827148691391
258,Feature_259,0.0040677603956479,0.0040677603956479
231,Feature_232,0.0040605269742334,0.0040605269742334
155,Feature_156,0.0040528165803108,0.0040528165803108
211,Feature_212,0.0040170465294468,0.0040170465294468
287,Feature_288,0.004002527671093,0.004002527671093
34,Feature_35,0.0039974312314476,0.0039974312314476
41,Feature_42,0.0039936929667056,0.0039936929667056
159,Feature_160,0.0039831272611831,0.0039831272611831
13,Feature_14,0.0039766840542965,0.0039766840542965
247,Feature_248,0.0038916245806694,0.0038916245806694
274,Feature_275,0.00386938768819,0.00386938768819
146,Feature_147,0.0038669807805846,0.0038669807805846
168,Feature_169,0.0037986016003939,0.0037986016003939
7,Feature_8,0.0037766604950344,0.0037766604950344
284,Feature_285,0.0036945320311758,0.0036945320311758
179,Feature_180,0.0036594475652647,0.0036594475652647
121,Feature_122,0.0036495122188213,0.0036495122188213
184,Feature_185,0.0036214423936848,0.0036214423936848
48,Feature_49,0.0036030346305463,0.0036030346305463
255,Feature_256,0.0035940995045995,0.0035940995045995
50,Feature_51,0.0035888445633257,0.0035888445633257
174,Feature_175,0.0035395376479043,0.0035395376479043
189,Feature_190,0.0035175324548117,0.0035175324548117
281,Feature_282,0.0034959738680083,0.0034959738680083
104,Feature_105,0.0034390758977067,0.0034390758977067
108,Feature_109,0.0033518620601819,0.0033518620601819
252,Feature_253,0.0033192958570813,0.0033192958570813
262,Feature_263,0.003296840178004,0.003296840178004
251,Feature_252,0.0032834301917665,0.0032834301917665
122,Feature_123,0.0032741190394,0.0032741190394
73,Feature_74,0.003248381535445,0.003248381535445
180,Feature_181,0.0032238571964837,0.0032238571964837
136,Feature_137,0.003203508448817,0.003203508448817
161,Feature_162,0.0031419084243322,0.0031419084243322
23,Feature_24,0.0031414017769861,0.0031414017769861
291,Feature_292,0.0031158892949812,0.0031158892949812
165,Feature_166,0.0031060553764252,0.0031060553764252
239,Feature_240,0.0030924906193426,0.0030924906193426
17,Feature_18,0.0030857704261229,0.0030857704261229
90,Feature_91,0.003056132697595,0.003056132697595
223,Feature_224,0.0030073037915611,0.0030073037915611
52,Feature_53,0.002973954948933,0.002973954948933
175,Feature_176,0.0029572526954693,0.0029572526954693
38,Feature_39,0.0029091628368514,0.0029091628368514
56,Feature_57,0.0028282138717936,0.0028282138717936
250,Feature_251,0.0027622091842688,0.0027622091842688
283,Feature_284,0.0027589305950726,0.0027589305950726
11,Feature_12,0.0027543235496292,0.0027543235496292
242,Feature_243,0.0027532876383853,0.0027532876383853
20,Feature_21,0.0027445429120556,0.0027445429120556
142,Feature_143,0.0027444431918365,0.0027444431918365
138,Feature_139,0.0027413049378937,0.0027413049378937
178,Feature_179,0.0027041093491289,0.0027041093491289
131,Feature_132,0.0026830187761144,0.0026830187761144
183,Feature_184,0.0025644637261071,0.0025644637261071
96,Feature_97,0.0025630430921438,0.0025630430921438
37,Feature_38,0.002553336289775,0.002553336289775
299,Feature_300,0.0025181505330667,0.0025181505330667
25,Feature_26,0.0025150086055202,0.0025150086055202
10,Feature_11,0.0024841372499473,0.0024841372499473
219,Feature_220,0.0024514005173172,0.0024514005173172
158,Feature_159,0.0024492662777228,0.0024492662777228
77,Feature_78,0.0024134001791564,0.0024134001791564
39,Feature_40,0.0024002797643533,0.0024002797643533
70,Feature_71,0.0023535388163748,0.0023535388163748
36,Feature_37,0.0023483780793995,0.0023483780793995
187,Feature_188,0.0023477598815459,0.0023477598815459
186,Feature_187,0.002344576316507,0.002344576316507
263,Feature_264,0.0023341342818807,0.0023341342818807
100,Feature_101,0.002322386914204,0.002322386914204
235,Feature_236,0.0023079895626171,0.0023079895626171
47,Feature_48,0.0022904048965056,0.0022904048965056
44,Feature_45,0.0022832811451842,0.0022832811451842
278,Feature_279,0.0022527785473798,0.0022527785473798
148,Feature_149,0.0022527636439325,0.0022527636439325
83,Feature_84,0.0022430174765164,0.0022430174765164
72,Feature_73,0.0022198660858855,0.0022198660858855
260,Feature_261,0.0021398432433823,0.0021398432433823
16,Feature_17,0.0021284933390791,0.0021284933390791
230,Feature_231,0.0021191067653061,0.0021191067653061
126,Feature_127,0.0021108592453956,0.0021108592453956
214,Feature_215,0.002110765863305,0.002110765863305
21,Feature_22,0.0021103661328614,0.0021103661328614
170,Feature_171,0.0021083250673733,0.0021083250673733
156,Feature_157,0.0020767243572838,0.0020767243572838
75,Feature_76,0.0020507772465272,0.0020507772465272
55,Feature_56,0.002014903179404,0.002014903179404
150,Feature_151,0.0020094274241886,0.0020094274241886
116,Feature_117,0.001991515065782,0.001991515065782
236,Feature_237,0.001985580201978,0.001985580201978
269,Feature_270,0.0019669071807548,0.0019669071807548
210,Feature_211,0.0019646530126554,0.0019646530126554
160,Feature_161,0.0019250396767733,0.0019250396767733
