,Feature,score,Absolute_Score
199,Feature_200,0.0589883721241307,0.0589883721241307
119,Feature_120,0.0589086444246635,0.0589086444246635
156,Feature_157,0.0576859740599526,0.0576859740599526
90,Feature_91,0.0498884086022676,0.0498884086022676
94,Feature_95,0.0493928698629047,0.0493928698629047
102,Feature_103,0.0456603146954959,0.0456603146954959
30,Feature_31,0.0454393560021865,0.0454393560021865
38,Feature_39,0.043460683062977,0.043460683062977
161,Feature_162,0.0386745982694786,0.0386745982694786
181,Feature_182,0.0380317816150395,0.0380317816150395
173,Feature_174,0.0377415447558366,0.0377415447558366
99,Feature_100,0.036870237539534,0.036870237539534
113,Feature_114,0.0368668818768768,0.0368668818768768
13,Feature_14,0.0367586422849829,0.0367586422849829
129,Feature_130,0.0364144720017332,0.0364144720017332
194,Feature_195,0.0360219762871761,0.0360219762871761
24,Feature_25,0.0353701659757574,0.0353701659757574
100,Feature_101,0.034400893263043,0.034400893263043
174,Feature_175,0.0343504938826776,0.0343504938826776
93,Feature_94,0.0342547886848915,0.0342547886848915
197,Feature_198,0.0334482238689777,0.0334482238689777
187,Feature_188,0.0333997898687553,0.0333997898687553
92,Feature_93,0.0333470197985696,0.0333470197985696
86,Feature_87,0.0332617080869216,0.0332617080869216
138,Feature_139,0.0324373877437343,0.0324373877437343
28,Feature_29,0.0320488477787065,0.0320488477787065
23,Feature_24,0.0320338950358111,0.0320338950358111
20,Feature_21,0.0317840733558321,0.0317840733558321
54,Feature_55,0.0310246326443993,0.0310246326443993
49,Feature_50,0.0300525641935678,0.0300525641935678
75,Feature_76,0.029901894194082,0.029901894194082
114,Feature_115,0.0297041050938658,0.0297041050938658
70,Feature_71,0.0295896356693071,0.0295896356693071
74,Feature_75,0.0294579383581041,0.0294579383581041
111,Feature_112,0.0287729302311825,0.0287729302311825
132,Feature_133,0.0286277973794344,0.0286277973794344
185,Feature_186,0.0277784070589829,0.0277784070589829
182,Feature_183,0.0277746014054131,0.0277746014054131
77,Feature_78,0.0268217787711402,0.0268217787711402
118,Feature_119,0.0264237790320834,0.0264237790320834
112,Feature_113,0.0263921184599934,0.0263921184599934
63,Feature_64,0.0263621145938528,0.0263621145938528
17,Feature_18,0.0250961429824,0.0250961429824
147,Feature_148,0.0250280339658213,0.0250280339658213
84,Feature_85,0.0250185168033571,0.0250185168033571
169,Feature_170,0.0247680850066786,0.0247680850066786
122,Feature_123,0.0244529717955106,0.0244529717955106
175,Feature_176,0.0240278529945849,0.0240278529945849
134,Feature_135,0.0239358162490222,0.0239358162490222
87,Feature_88,0.0238751438370275,0.0238751438370275
141,Feature_142,0.0238404167314301,0.0238404167314301
66,Feature_67,0.0238394378390803,0.0238394378390803
116,Feature_117,0.023769517689503,0.023769517689503
162,Feature_163,0.0237041637826697,0.0237041637826697
9,Feature_10,0.0236181304137624,0.0236181304137624
85,Feature_86,0.0235482033317864,0.0235482033317864
48,Feature_49,0.0233956648479631,0.0233956648479631
69,Feature_70,0.0233243849090339,0.0233243849090339
36,Feature_37,0.0232599266591947,0.0232599266591947
123,Feature_124,0.0227605008889377,0.0227605008889377
140,Feature_141,0.0224279585508762,0.0224279585508762
104,Feature_105,0.021764360979219,0.021764360979219
106,Feature_107,0.0214508414924019,0.0214508414924019
64,Feature_65,0.0213762363074551,0.0213762363074551
26,Feature_27,0.021321750917551,0.021321750917551
145,Feature_146,0.021080646800676,0.021080646800676
98,Feature_99,0.0207278753183876,0.0207278753183876
3,Feature_4,0.0206572579234062,0.0206572579234062
198,Feature_199,0.02064398161386,0.02064398161386
67,Feature_68,0.0203509890629224,0.0203509890629224
189,Feature_190,0.0200740782074183,0.0200740782074183
44,Feature_45,0.0200005338807532,0.0200005338807532
21,Feature_22,0.019286493821133,0.019286493821133
165,Feature_166,0.0186921548711662,0.0186921548711662
83,Feature_84,0.0182810657821321,0.0182810657821321
171,Feature_172,0.0181556652805245,0.0181556652805245
91,Feature_92,0.0177135636211347,0.0177135636211347
57,Feature_58,0.0173005080717714,0.0173005080717714
59,Feature_60,0.0165666417506833,0.0165666417506833
45,Feature_46,0.0164244300866932,0.0164244300866932
195,Feature_196,0.0161552343343313,0.0161552343343313
73,Feature_74,0.0160278009982035,0.0160278009982035
157,Feature_158,0.0156801152614211,0.0156801152614211
19,Feature_20,0.0155443142186925,0.0155443142186925
159,Feature_160,0.015305126084236,0.015305126084236
25,Feature_26,0.0146492162886837,0.0146492162886837
149,Feature_150,0.0143203992928607,0.0143203992928607
16,Feature_17,0.0136654843881674,0.0136654843881674
110,Feature_111,0.0135273597086548,0.0135273597086548
135,Feature_136,0.013445775078323,0.013445775078323
31,Feature_32,0.0134457224173157,0.0134457224173157
0,Feature_1,0.0133948718062785,0.0133948718062785
7,Feature_8,0.0130686684668464,0.0130686684668464
117,Feature_118,0.0129639960503411,0.0129639960503411
191,Feature_192,0.0129090692999817,0.0129090692999817
96,Feature_97,0.0128922669613774,0.0128922669613774
40,Feature_41,0.0125958114126941,0.0125958114126941
126,Feature_127,0.012407085512716,0.012407085512716
177,Feature_178,0.0122643947659181,0.0122643947659181
128,Feature_129,0.012195516048125,0.012195516048125
4,Feature_5,0.0121479185462905,0.0121479185462905
131,Feature_132,0.0120946347427167,0.0120946347427167
61,Feature_62,0.011985378084927,0.011985378084927
51,Feature_52,0.0119146595179133,0.0119146595179133
95,Feature_96,0.0116831416645626,0.0116831416645626
62,Feature_63,0.0115368360964965,0.0115368360964965
1,Feature_2,0.0114986510543798,0.0114986510543798
168,Feature_169,0.0114104056693429,0.0114104056693429
29,Feature_30,0.0112738670335254,0.0112738670335254
72,Feature_73,0.0112600624005679,0.0112600624005679
27,Feature_28,0.0112358666376469,0.0112358666376469
76,Feature_77,0.0110935090402386,0.0110935090402386
133,Feature_134,0.0108428391238823,0.0108428391238823
50,Feature_51,0.0105068553420465,0.0105068553420465
160,Feature_161,0.0102726505112701,0.0102726505112701
193,Feature_194,0.0102395043611469,0.0102395043611469
172,Feature_173,0.0101304667035675,0.0101304667035675
37,Feature_38,0.010090362275576,0.010090362275576
34,Feature_35,0.0098786947871924,0.0098786947871924
5,Feature_6,0.0093905215243855,0.0093905215243855
101,Feature_102,0.0093384214390309,0.0093384214390309
124,Feature_125,0.0092654269110285,0.0092654269110285
188,Feature_189,0.0091261124081286,0.0091261124081286
33,Feature_34,0.0091105303938263,0.0091105303938263
125,Feature_126,0.0089268530622184,0.0089268530622184
158,Feature_159,0.0088269844430752,0.0088269844430752
52,Feature_53,0.0087424858549036,0.0087424858549036
42,Feature_43,0.008720874623112,0.008720874623112
11,Feature_12,0.0081546591109133,0.0081546591109133
136,Feature_137,0.0079872246990124,0.0079872246990124
137,Feature_138,0.0078563787153271,0.0078563787153271
184,Feature_185,0.0076757314053385,0.0076757314053385
97,Feature_98,0.0075780128586539,0.0075780128586539
60,Feature_61,0.0073066706811096,0.0073066706811096
80,Feature_81,0.0072727163821098,0.0072727163821098
22,Feature_23,0.0072159114454635,0.0072159114454635
152,Feature_153,0.0070961307302952,0.0070961307302952
10,Feature_11,0.0069565100783063,0.0069565100783063
78,Feature_79,0.0069108517089344,0.0069108517089344
105,Feature_106,0.0067048435851918,0.0067048435851918
65,Feature_66,0.0066741612126856,0.0066741612126856
43,Feature_44,0.0066130832021845,0.0066130832021845
39,Feature_40,0.0065294588565309,0.0065294588565309
150,Feature_151,0.0063829108965786,0.0063829108965786
121,Feature_122,0.0062225774767976,0.0062225774767976
53,Feature_54,0.00617895904789,0.00617895904789
88,Feature_89,0.0061074606716654,0.0061074606716654
151,Feature_152,0.0060624869865816,0.0060624869865816
107,Feature_108,0.0060328362278164,0.0060328362278164
103,Feature_104,0.0059637888790213,0.0059637888790213
176,Feature_177,0.0057413682417222,0.0057413682417222
120,Feature_121,0.0053827376588182,0.0053827376588182
170,Feature_171,0.0053201499082618,0.0053201499082618
196,Feature_197,0.0052994082203773,0.0052994082203773
190,Feature_191,0.0052685472804436,0.0052685472804436
143,Feature_144,0.0052047249053594,0.0052047249053594
8,Feature_9,0.0051883168814673,0.0051883168814673
89,Feature_90,0.0047075821964207,0.0047075821964207
68,Feature_69,0.0046292210390038,0.0046292210390038
146,Feature_147,0.0045064634626328,0.0045064634626328
58,Feature_59,0.0044455128021845,0.0044455128021845
186,Feature_187,0.0042233055332541,0.0042233055332541
155,Feature_156,0.0041894606844964,0.0041894606844964
109,Feature_110,0.0041573954629609,0.0041573954629609
41,Feature_42,0.0041472325157201,0.0041472325157201
148,Feature_149,0.0040877158416664,0.0040877158416664
15,Feature_16,0.0040724855887299,0.0040724855887299
2,Feature_3,0.0040433448508211,0.0040433448508211
164,Feature_165,0.0040136746333266,0.0040136746333266
55,Feature_56,0.0039661622591581,0.0039661622591581
139,Feature_140,0.0038516903968513,0.0038516903968513
178,Feature_179,0.0038411855227282,0.0038411855227282
46,Feature_47,0.0038374778644428,0.0038374778644428
71,Feature_72,0.0038205157082804,0.0038205157082804
180,Feature_181,0.003717028037583,0.003717028037583
154,Feature_155,0.003605458117982,0.003605458117982
153,Feature_154,0.0036024358917229,0.0036024358917229
167,Feature_168,0.0035670689238755,0.0035670689238755
32,Feature_33,0.0035610030553362,0.0035610030553362
115,Feature_116,0.0033178052440339,0.0033178052440339
12,Feature_13,0.0033052898078554,0.0033052898078554
18,Feature_19,0.0032927650589916,0.0032927650589916
6,Feature_7,0.0032743519284335,0.0032743519284335
192,Feature_193,0.0031125885419449,0.0031125885419449
144,Feature_145,0.0030601434083983,0.0030601434083983
108,Feature_109,0.0030201771170051,0.0030201771170051
47,Feature_48,0.0028295698705577,0.0028295698705577
142,Feature_143,0.0028216253463144,0.0028216253463144
14,Feature_15,0.0028186924933427,0.0028186924933427
56,Feature_57,0.0027360805015346,0.0027360805015346
79,Feature_80,0.0026522112395969,0.0026522112395969
35,Feature_36,0.0024698992982443,0.0024698992982443
166,Feature_167,0.0024643660896801,0.0024643660896801
179,Feature_180,0.002439133695922,0.002439133695922
130,Feature_131,0.0023902000337687,0.0023902000337687
163,Feature_164,0.0022634954791635,0.0022634954791635
82,Feature_83,0.002175955424201,0.002175955424201
127,Feature_128,0.0019984393795368,0.0019984393795368
183,Feature_184,0.0019950477361236,0.0019950477361236
81,Feature_82,0.0018422671126147,0.0018422671126147
