,Feature,score,Absolute_Score
119,Feature_120,0.0699634567404702,0.0699634567404702
156,Feature_157,0.0670185625980339,0.0670185625980339
94,Feature_95,0.0654845652297307,0.0654845652297307
113,Feature_114,0.0515489283816756,0.0515489283816756
116,Feature_117,0.0451330768601448,0.0451330768601448
30,Feature_31,0.0443374474175336,0.0443374474175336
38,Feature_39,0.0433179696558371,0.0433179696558371
24,Feature_25,0.0418249293011993,0.0418249293011993
23,Feature_24,0.0393532715068873,0.0393532715068873
199,Feature_200,0.038639261326977,0.038639261326977
181,Feature_182,0.0366877973933817,0.0366877973933817
90,Feature_91,0.0365924456856889,0.0365924456856889
187,Feature_188,0.0365072479945557,0.0365072479945557
173,Feature_174,0.0362846706348334,0.0362846706348334
102,Feature_103,0.0357999078771264,0.0357999078771264
100,Feature_101,0.0349736649647163,0.0349736649647163
92,Feature_93,0.0342905064318889,0.0342905064318889
98,Feature_99,0.03402015160745,0.03402015160745
93,Feature_94,0.033473183761578,0.033473183761578
118,Feature_119,0.032531344522955,0.032531344522955
112,Feature_113,0.0321449993463788,0.0321449993463788
69,Feature_70,0.0317959767918773,0.0317959767918773
111,Feature_112,0.0316053432137195,0.0316053432137195
54,Feature_55,0.0310246586436531,0.0310246586436531
63,Feature_64,0.0309790866275635,0.0309790866275635
138,Feature_139,0.0309627801632111,0.0309627801632111
161,Feature_162,0.0307554086247645,0.0307554086247645
122,Feature_123,0.0307362129044659,0.0307362129044659
31,Feature_32,0.0302711233790278,0.0302711233790278
85,Feature_86,0.0301280898143457,0.0301280898143457
75,Feature_76,0.0298478443145101,0.0298478443145101
13,Feature_14,0.0297892011732133,0.0297892011732133
57,Feature_58,0.0296547940789443,0.0296547940789443
70,Feature_71,0.0287263142286293,0.0287263142286293
141,Feature_142,0.0285550553873359,0.0285550553873359
40,Feature_41,0.0281251062982896,0.0281251062982896
129,Feature_130,0.0278498890933142,0.0278498890933142
17,Feature_18,0.0277883592378425,0.0277883592378425
74,Feature_75,0.0275060884636629,0.0275060884636629
174,Feature_175,0.02708303086966,0.02708303086966
162,Feature_163,0.026582585335932,0.026582585335932
185,Feature_186,0.0262362582302245,0.0262362582302245
64,Feature_65,0.0257851937265856,0.0257851937265856
134,Feature_135,0.0252143567708196,0.0252143567708196
189,Feature_190,0.0250914619126648,0.0250914619126648
22,Feature_23,0.0249090035273711,0.0249090035273711
145,Feature_146,0.0246555007663649,0.0246555007663649
36,Feature_37,0.0241328018683574,0.0241328018683574
49,Feature_50,0.0237324966305737,0.0237324966305737
175,Feature_176,0.0237035204242595,0.0237035204242595
169,Feature_170,0.0232948681446705,0.0232948681446705
28,Feature_29,0.0231013556953723,0.0231013556953723
5,Feature_6,0.0229696954772361,0.0229696954772361
132,Feature_133,0.0213495896750527,0.0213495896750527
1,Feature_2,0.0212654141578227,0.0212654141578227
197,Feature_198,0.0210531608869824,0.0210531608869824
48,Feature_49,0.0209325264288218,0.0209325264288218
165,Feature_166,0.0208442456905832,0.0208442456905832
99,Feature_100,0.0205806035904692,0.0205806035904692
16,Feature_17,0.0205675152083605,0.0205675152083605
45,Feature_46,0.0204257504287256,0.0204257504287256
123,Feature_124,0.0203445905902233,0.0203445905902233
20,Feature_21,0.0202205289071389,0.0202205289071389
168,Feature_169,0.0200418277441728,0.0200418277441728
149,Feature_150,0.0199242786995467,0.0199242786995467
3,Feature_4,0.0197491055804941,0.0197491055804941
125,Feature_126,0.0197021241978763,0.0197021241978763
159,Feature_160,0.0195405925051181,0.0195405925051181
179,Feature_180,0.0192585371332542,0.0192585371332542
140,Feature_141,0.0192048414990274,0.0192048414990274
77,Feature_78,0.0191743218165714,0.0191743218165714
72,Feature_73,0.019035544680644,0.019035544680644
152,Feature_153,0.0189323699581343,0.0189323699581343
110,Feature_111,0.0189282961657527,0.0189282961657527
21,Feature_22,0.0188946196157397,0.0188946196157397
66,Feature_67,0.018835380071801,0.018835380071801
114,Feature_115,0.0185381632356207,0.0185381632356207
182,Feature_183,0.0182863141436306,0.0182863141436306
19,Feature_20,0.017870331512234,0.017870331512234
87,Feature_88,0.017598485361253,0.017598485361253
188,Feature_189,0.0174352818547118,0.0174352818547118
53,Feature_54,0.0173182921649666,0.0173182921649666
10,Feature_11,0.0172340056180411,0.0172340056180411
146,Feature_147,0.017079619038392,0.017079619038392
50,Feature_51,0.016941431360216,0.016941431360216
172,Feature_173,0.0164785163871525,0.0164785163871525
83,Feature_84,0.0158328904677786,0.0158328904677786
107,Feature_108,0.0153889164797848,0.0153889164797848
52,Feature_53,0.0152562353107376,0.0152562353107376
51,Feature_52,0.0152309583339825,0.0152309583339825
195,Feature_196,0.0152087034394687,0.0152087034394687
11,Feature_12,0.0149227739797388,0.0149227739797388
80,Feature_81,0.014860188962947,0.014860188962947
86,Feature_87,0.014600536459658,0.014600536459658
29,Feature_30,0.0145772361392366,0.0145772361392366
198,Feature_199,0.014575893415104,0.014575893415104
79,Feature_80,0.0144767520783416,0.0144767520783416
59,Feature_60,0.0144356950015859,0.0144356950015859
9,Feature_10,0.0143277619043826,0.0143277619043826
104,Feature_105,0.0141388047610365,0.0141388047610365
186,Feature_187,0.0141039291399378,0.0141039291399378
96,Feature_97,0.0135862296249427,0.0135862296249427
4,Feature_5,0.0133536581409889,0.0133536581409889
157,Feature_158,0.0130851289678935,0.0130851289678935
147,Feature_148,0.0129402692237609,0.0129402692237609
120,Feature_121,0.0125982582156685,0.0125982582156685
153,Feature_154,0.0123636790811884,0.0123636790811884
42,Feature_43,0.0120652299928764,0.0120652299928764
55,Feature_56,0.0119252578395275,0.0119252578395275
26,Feature_27,0.011422502493064,0.011422502493064
194,Feature_195,0.0111561563611562,0.0111561563611562
158,Feature_159,0.0109875995520182,0.0109875995520182
164,Feature_165,0.0106306369792423,0.0106306369792423
128,Feature_129,0.0105649446739692,0.0105649446739692
67,Feature_68,0.0104652386617465,0.0104652386617465
78,Feature_79,0.0102469887491409,0.0102469887491409
137,Feature_138,0.010076866890689,0.010076866890689
163,Feature_164,0.0099334958035284,0.0099334958035284
139,Feature_140,0.0099045099441415,0.0099045099441415
47,Feature_48,0.009860506477987,0.009860506477987
106,Feature_107,0.009851113431027,0.009851113431027
97,Feature_98,0.0098328072046914,0.0098328072046914
191,Feature_192,0.0096342178430592,0.0096342178430592
124,Feature_125,0.0093790861094082,0.0093790861094082
7,Feature_8,0.0093763221630443,0.0093763221630443
65,Feature_66,0.0090295681310443,0.0090295681310443
